essay_id,para_id,para_types,para_text,adu_spans,ac_spans,ai_spans,AC_types,AR_pairs,AR_types
324,1801,prompt,<prompt> Some important characteristics of a co - worker </prompt>,[],[],[],[],[],[]
324,1802,intro,"<para-intro> At work , you meet people with diverse backgrounds and you are required to maintain sound relationships with many of them in order to have a pleasant work environment . However , the relationship you need to maintain with your co - worker is the most important one since he or she is the person who works very closely with you , and in most instances you have to rely on him or her . Therefore in my view , <AC> a good co - worker needs to have three most important characteristics such as cooperation , trustworthiness , and fellowship </AC> . </para-intro>","[(76, 102)]","[(81, 102)]","[(76, 80)]",['MajorClaim'],[],[]
324,1803,body,"<para-body> <AC> The co - workers should be cooperative with one another </AC> . <AC> If they do not cooperate , there will be lots of disputes </AC> . <AC> I once had a co - worker who was too family conscious </AC> . Therefore <AC> he always left office sharp on time without giving any consideration whether the work has been finished or not </AC> . <AC> Most of the time , I had to do his work in order to protect him from getting caught to the supervisor who was a very authoritative person </AC> . However , <AC> one day I wanted to be off early because I had to take my mother to the doctor </AC> . <AC> When I requested my co - worker to give a helping hand to finish my work early , he turned down my request giving a silly excuse </AC> . <AC> From that day onwards I did not offer him any support and finally he was transferred from our department to a distant location as a punishment for his irresponsibility </AC> . Therefore , I believe <AC> if the co - workers do not corporate with each other that would be devastating in a work environment </AC> . </para-body>","[(0, 12), (13, 27), (28, 42), (44, 65), (66, 96), (98, 119), (120, 149), (150, 181), (183, 207)]","[(1, 12), (14, 27), (29, 42), (45, 65), (67, 96), (100, 119), (121, 149), (151, 181), (187, 207)]","[(0, 0), (13, 13), (28, 28), (44, 44), (66, 66), (98, 99), (120, 120), (150, 150), (183, 186)]","['Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Claim']","[(8, 0), (8, 1), (3, 2), (8, 3), (8, 4), (8, 5), (8, 6), (8, 7)]","['Support', 'Support', 'Support', 'Support', 'Support', 'Support', 'Support', 'Support']"
324,1804,body,<para-body> <AC> The co - workers need to trust each other </AC> . <AC> They should not act on suspicion </AC> . <AC> This is a very important aspect in the work environment </AC> . <AC> I came across a situation once such that one of my subordinates used to suspect his co - worker for carrying tales to me </AC> . <AC> To a certain extent his suspicion was valid as his co - worker made several attempts to highlight the drawbacks of him </AC> . However <AC> I never encourage tale carriers as a principle and therefore his co - worker gave up talking ill against him with me </AC> . <AC> But this mistrust continued and created very unpleasant situations for everybody in my department </AC> . </para-body>,"[(0, 11), (12, 20), (21, 33), (34, 60), (61, 85), (87, 111), (112, 128)]","[(1, 11), (13, 20), (22, 33), (35, 60), (62, 85), (88, 111), (113, 128)]","[(0, 0), (12, 12), (21, 21), (34, 34), (61, 61), (87, 87), (112, 112)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6)]","['Support', 'Support', 'Support', 'Support', 'Support', 'Support']"
324,1805,conclusion,"<para-conclusion> Finally , <AC> the co - workers should believe in fellowship </AC> . <AC> This helps them to enjoy their work life while building up very strong personal relationships </AC> . After all , <AC> you spend most of your day at office </AC> . <AC> If you have a good company in office , it is certainly a blessing </AC> . </para-conclusion>","[(1, 12), (13, 30), (32, 44), (45, 61)]","[(3, 12), (14, 30), (35, 44), (46, 61)]","[(1, 2), (13, 13), (32, 34), (45, 45)]","['Claim', 'Premise', 'Premise', 'Premise']","[(0, 1), (0, 2), (0, 3)]","['Support', 'Support', 'Support']"
325,1806,prompt,<prompt> Distance learning and online computer classes should replace classroom </prompt>,[],[],[],[],[],[]
325,1807,intro,"<para-intro> During these digital age , the online classes has become more interest and more common in the society . Almost every school develops their online class systems . One question I always thought about is whether online computer classes should replace classroom learning . Although , <AC> online classes have many advantages </AC> , for me , <AC> I prefer traditional learning classes </AC> for several reasons . </para-intro>","[(45, 53), (54, 64)]","[(47, 53), (58, 64)]","[(45, 46), (54, 57)]","['Claim', 'MajorClaim']",[],[]
325,1808,body,"<para-body> First , <AC> the participant with the others like classmates or professors is still an important factor in studying </AC> . <AC> Working in group leads to more discussion and more opinion among the class </AC> . Consequently , <AC> the discussion class results in expanded children vision and their respect to others roommate ' s ideas </AC> . <AC> Unlike the distance learning that children have few opportunities to discuss with their friends </AC> . </para-body>","[(1, 20), (21, 36), (38, 58), (59, 75)]","[(3, 20), (22, 36), (40, 58), (60, 75)]","[(1, 2), (21, 21), (38, 39), (59, 59)]","['Claim', 'Premise', 'Premise', 'Premise']","[(2, 1), (0, 2), (0, 3)]","['Support', 'Support', 'Support']"
325,1809,body,"<para-body> Second , <AC> classroom learning provides other activities than studying </AC> . <AC> During student ' s free time , they have a number of activities that they can join , such as playing sports , going to lab , or going to library </AC> . <AC> These activities lead to more interact with their friends </AC> . <AC> Connection with friends improves their IQ abilities </AC> , furthermore , <AC> they have a chance to learn about their societies </AC> . While <AC> the online course keeps the children at their home only </AC> . </para-body>","[(1, 11), (12, 45), (46, 57), (58, 67), (68, 81), (83, 95)]","[(3, 11), (13, 45), (47, 57), (59, 67), (71, 81), (84, 95)]","[(1, 2), (12, 12), (46, 46), (58, 58), (68, 70), (83, 83)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5)]","['Support', 'Support', 'Support', 'Support', 'Support']"
325,1810,body,"<para-body> Lastly , <AC> in school , there are professors that guided you during you had a problem or needed an advice </AC> . <AC> The professor provides good answers to you </AC> . <AC> They do not mind helping you , and they never leave you alone when you got a problem </AC> . In contrast , <AC> in distance learning , these aspects of the professor had reduced their important </AC> . <AC> The professor has been assigned to teach only </AC> . Moreover , <AC> there will be a long response from the teachers when children ask them a question </AC> . </para-body>","[(1, 22), (23, 32), (33, 53), (55, 72), (73, 83), (85, 103)]","[(3, 22), (24, 32), (34, 53), (58, 72), (74, 83), (87, 103)]","[(1, 2), (23, 23), (33, 33), (55, 57), (73, 73), (85, 86)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5)]","['Support', 'Support', 'Support', 'Support', 'Support']"
325,1811,conclusion,"<para-conclusion> In conclusion , <AC> traditional learning still has many benefits to the students </AC> . But in the future , it seems that the distance learning become more popular and ordinary in schools . </para-conclusion>","[(1, 14)]","[(4, 14)]","[(1, 3)]",['MajorClaim'],[],[]
326,1812,prompt,<prompt> Non academic subjects should be removed from syllabus </prompt>,[],[],[],[],[],[]
326,1813,intro,"<para-intro> Students have become more and more stressed during the last few years due to the increase in academic tasks assigned by their teachers to improve their academic success . While some people believe that <AC> non - academic subjects should be completely removed , I strongly disagree with that </AC> . </para-intro>","[(30, 50)]","[(35, 50)]","[(30, 34)]",['MajorClaim'],[],[]
326,1814,body,"<para-body> To begin with , <AC> from the health point of view , schools should not only deliver academic subjects </AC> . <AC> If physical education is removed from the syllabus , there will be considerable negative effects on students ’ health </AC> . For instance , <AC> after studying and sitting in the classroom for the whole morning , it is better for students to do some outdoor activities , such as stretching , jogging and playing ball games , in order to improve their learning ability during the afternoon classes </AC> . <AC> Removing physical classes from school education will not only be harmful to young people ’ s health , it will also decrease their learning capability </AC> . </para-body>","[(1, 20), (21, 42), (44, 92), (93, 120)]","[(5, 20), (22, 42), (47, 92), (94, 120)]","[(1, 4), (21, 21), (44, 46), (93, 93)]","['Premise', 'Premise', 'Premise', 'Claim']","[(3, 0), (3, 1), (3, 2)]","['Support', 'Support', 'Support']"
326,1815,body,"<para-body> In addition , <AC> schools are responsible for developing their students into well - rounded people </AC> . <AC> It is more important for a person to success in life than to success only academically </AC> . <AC> Success in life should be the ultimate goal of a student , which requires more than academic knowledge , but also practical life skills such as cooking , good communication skills and teamwork spirit </AC> . Thus , <AC> school education should not only focus on the academic development of a student </AC> as <AC> it is much more crucial to teach them how to be independent and live a good life </AC> . </para-body>","[(1, 17), (18, 36), (37, 73), (75, 91), (92, 111)]","[(4, 17), (19, 36), (38, 73), (77, 91), (93, 111)]","[(1, 3), (18, 18), (37, 37), (75, 76), (92, 92)]","['Premise', 'Premise', 'Premise', 'Claim', 'Premise']","[(3, 0), (3, 1), (3, 2), (3, 4)]","['Support', 'Support', 'Support', 'Support']"
326,1816,body,"<para-body> Some people may argue that <AC> students can learn practical skills after school hours from their parents </AC> . However , I believe that <AC> it is not a good idea </AC> because <AC> most young people would rather watch TV or play computer games after school instead of learning life skills from their parents </AC> . Moreover , <AC> parents are usually too busy with their daily jobs to teach their children the life skills </AC> . </para-body>","[(1, 18), (20, 32), (33, 56), (58, 77)]","[(6, 18), (25, 32), (34, 56), (60, 77)]","[(1, 5), (20, 24), (33, 33), (58, 59)]","['Claim', 'Premise', 'Premise', 'Premise']","[(0, 1), (1, 2), (0, 3)]","['Attack', 'Support', 'Attack']"
326,1817,conclusion,"<para-conclusion> In conclusion , I strongly believe that <AC> non - academic subjects are as essential as academic subjects for a student ’ s development </AC> . Therefore , <AC> schools should not remove these subjects </AC> . </para-conclusion>","[(1, 25), (27, 36)]","[(8, 25), (29, 36)]","[(1, 7), (27, 28)]","['Claim', 'MajorClaim']",[],[]
327,1818,prompt,<prompt> Follow the New Customs of the New Country or Not ? </prompt>,[],[],[],[],[],[]
327,1819,intro,"<para-intro> When people move to another country , most likely , they will face the choice between following the customs of the new country or keeping their original one . Some people choose the former one to assimilate themselves into the new culture , while some insist the latter one because the new customs are difficult to be accepted . As for me , <AC> I would follow the new customs , if I migrated to another country </AC> . </para-intro>","[(60, 78)]","[(64, 78)]","[(60, 63)]",['MajorClaim'],[],[]
327,1820,body,"<para-body> On one hand , <AC> it will be easier for people to assimilate into a new country , if they follow the new customs </AC> . <AC> When people migrate to a new country , they are likely to suffer the culture shock , because of the difference between two cultures </AC> . <AC> The custom is just a form of the culture and following the custom is a good way to know more about this culture </AC> . For example , <AC> if one wore in white and went to common Viharas to observe a rather longer - than - usual , full - length Buddhist sutra in Buddha ' s Birthday in India , he or she would learn something about Indian religion and culture </AC> . As a result , <AC> people understand the culture , and then they adapt to the new country </AC> . </para-body>","[(1, 25), (26, 52), (53, 78), (80, 128), (130, 148)]","[(5, 25), (27, 52), (54, 78), (83, 128), (134, 148)]","[(1, 4), (26, 26), (53, 53), (80, 82), (130, 133)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise']","[(0, 1), (0, 2), (4, 3), (0, 4)]","['Support', 'Support', 'Support', 'Support']"
327,1821,body,"<para-body> On the other hand , <AC> keeping own customs stably might cause discrimination </AC> . <AC> When people insist to keep their own customs and refuse to accept the new one , they regard themselves as a special group in the new country </AC> . <AC> The local people may also regard them as a special group as well and separate them from the main - stream society </AC> . <AC> One example of this is that the Chinese immigrants in Indonesia in 1969 </AC> . <AC> They formed Chinatown and kept Chinese language and customs in it </AC> . <AC> While the Indonesians stopped working at 4 : 00 pm and went home for rest , Chinese immigrants were still working </AC> . Although <AC> being much richer than local people , they faced the discrimination </AC> . <AC> Their houses and private cars were buried by local people </AC> , because <AC> the locals were jealous of Chinese people , who had so much wealth , which should have been theirs </AC> . <AC> If the Chinese immigrants had followed the local customs and assimilated into Indonesia , they would not have been regards as a group of Chinese and discrimination might have been alleviated </AC> . </para-body>","[(1, 14), (15, 44), (45, 69), (70, 85), (86, 99), (100, 123), (125, 138), (139, 151), (152, 174), (175, 208)]","[(6, 14), (16, 44), (46, 69), (71, 85), (87, 99), (101, 123), (126, 138), (140, 151), (154, 174), (176, 208)]","[(1, 5), (15, 15), (45, 45), (70, 70), (86, 86), (100, 100), (125, 125), (139, 139), (152, 153), (175, 175)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (7, 8), (0, 9)]","['Support', 'Support', 'Support', 'Support', 'Support', 'Support', 'Support', 'Support', 'Support']"
327,1822,conclusion,"<para-conclusion> All in all , <AC> the immigrants should follow the customs in the new country </AC> , which can help them survive from the culture shock sooner , and assimilate to a new culture . </para-conclusion>","[(1, 16)]","[(5, 16)]","[(1, 4)]",['MajorClaim'],[],[]
328,1823,prompt,<prompt> School memories </prompt>,[],[],[],[],[],[]
328,1824,intro,"<para-intro> Everyone has happy moments during their life . These happy moments are both in their childhood and their adulthood . In my opinion , <AC> childhood is the happiest time of a person ' s life </AC> . </para-intro>","[(21, 37)]","[(25, 37)]","[(21, 24)]",['MajorClaim'],[],[]
328,1825,body,"<para-body> First , <AC> in childhood most people are happier than in adulthood </AC> . <AC> They do not have to worry about bills , jobs , how would their life be in the future </AC> . <AC> They just worry about two things : to have fun , learn and be happy </AC> . <AC> A child ' s daily life is school , playing and sleeping </AC> . For example , <AC> when I was young I just came home from school and then I would took my bike or soccer ball and go out and play with my friends in my neighborhood </AC> . Moreover , <AC> I did not have to worry about costs and other things , I just had fun and learned </AC> . Also , <AC> people are most creative when they were children </AC> , <AC> children imagine new things and games just to have fun and be happy </AC> . </para-body>","[(1, 13), (14, 35), (36, 53), (54, 68), (70, 105), (107, 128), (130, 141), (142, 157)]","[(3, 13), (15, 35), (37, 53), (55, 68), (73, 105), (109, 128), (132, 141), (143, 157)]","[(1, 2), (14, 14), (36, 36), (54, 54), (70, 72), (107, 108), (130, 131), (142, 142)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Claim', 'Premise']","[(0, 1), (0, 2), (1, 3), (0, 4), (0, 5), (6, 7)]","['Support', 'Support', 'Support', 'Support', 'Support', 'Support']"
328,1826,body,"<para-body> Second , <AC> childhood is the period where people go to school and learn </AC> . Therefore , <AC> school memories are one of the best memories in a person ' s life </AC> . <AC> There you learn , to find your first love , to make new long - lasting friendships and of - course you will have a lot of fun </AC> . For example , <AC> my father ' s best moments in his life are in his school years </AC> . Moreover , <AC> he is still in - touch with some of his classmates and sometimes they get together and share their childhood memories </AC> . </para-body>","[(1, 15), (17, 34), (35, 65), (67, 85), (87, 111)]","[(3, 15), (19, 34), (36, 65), (70, 85), (89, 111)]","[(1, 2), (17, 18), (35, 35), (67, 69), (87, 88)]","['Premise', 'Claim', 'Premise', 'Premise', 'Premise']","[(1, 0), (1, 2), (2, 3), (2, 4)]","['Support', 'Support', 'Support', 'Support']"
328,1827,conclusion,"<para-conclusion> In other words , <AC> childhood is , indeed , the most happiest moments in a person ' s life </AC> . There is only one life and one childhood and people should live their childhood thoroughly . </para-conclusion>","[(1, 21)]","[(5, 21)]","[(1, 4)]",['MajorClaim'],[],[]
329,1828,prompt,<prompt> Learning to be independent is essential for young adults </prompt>,[],[],[],[],[],[]
329,1829,intro,"<para-intro> Learning to be independent is essential for young adults . However , how early the children leave their parents is a difficult issue . In my point of view , <AC> staying with the parents for longer time does more benefits than disadvantages to the young adult </AC> . My opinion is based on creating memories with parents , saving money , and taking advice from parents . </para-intro>","[(25, 48)]","[(31, 48)]","[(25, 30)]",['MajorClaim'],[],[]
329,1830,body,"<para-body> First of all , one of the most significant upsides is that <AC> the young adult can have more experience with his parents </AC> . <AC> The young adult has to try to create memories with his dad and mom in the early age </AC> . <AC> When having a job , it is of low possibilities to work in his hometown </AC> . <AC> If he lives with his parents for longer time , they have more chances to share the feelings , exercise , and travel together </AC> . <AC> All memories become priceless treasure as time passes by </AC> . Thus , I think <AC> undergoing with parents is worthwhile </AC> . </para-body>","[(1, 24), (25, 45), (46, 63), (64, 90), (91, 102), (104, 114)]","[(13, 24), (26, 45), (47, 63), (65, 90), (92, 102), (108, 114)]","[(1, 12), (25, 25), (46, 46), (64, 64), (91, 91), (104, 107)]","['Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Claim']","[(5, 0), (5, 1), (5, 2), (5, 3), (5, 4)]","['Support', 'Support', 'Support', 'Support', 'Support']"
329,1831,body,"<para-body> Furthermore , <AC> living at home costs less than living outside </AC> . <AC> Learning to be independent means that the young adult needs to leave home </AC> . Therefore , <AC> he may have to rent a house and the rental would become a burden for parents </AC> . Moreover , <AC> another daily expense is also the considerable outgoings </AC> . <AC> Spending much money may not result in what the parents expect their children to be </AC> . In a word , <AC> the parents can save money , if their children live with them longer </AC> . </para-body>","[(1, 12), (13, 28), (30, 49), (51, 62), (63, 80), (82, 100)]","[(3, 12), (14, 28), (32, 49), (53, 62), (64, 80), (86, 100)]","[(1, 2), (13, 13), (30, 31), (51, 52), (63, 63), (82, 85)]","['Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Claim']","[(5, 0), (2, 1), (5, 2), (5, 3), (5, 4)]","['Support', 'Support', 'Support', 'Support', 'Support']"
329,1832,body,"<para-body> The third convincing reason is that <AC> the young adult needs father and mother ' s suggestions </AC> . <AC> When in dilemma , the parents can comfort him and give him a big hand </AC> . <AC> They are the people who are most familiar with him can give a suitable advice and lead him to the right way </AC> . <AC> If the parents do not help him immediately , he would have to suffer more pain </AC> . Hence , <AC> taking advice from parents , the young adult can go through obstacles easily </AC> . </para-body>","[(1, 18), (19, 36), (37, 61), (62, 80), (82, 98)]","[(7, 18), (20, 36), (38, 61), (63, 80), (84, 98)]","[(1, 6), (19, 19), (37, 37), (62, 62), (82, 83)]","['Premise', 'Premise', 'Premise', 'Premise', 'Claim']","[(4, 0), (4, 1), (4, 2), (4, 3)]","['Support', 'Support', 'Support', 'Support']"
329,1833,conclusion,"<para-conclusion> To sum up , <AC> living with parents longer brings about memories with parents , less cost , and advice from parents </AC> . Hence , <AC> staying longer with parents is a better choice </AC> . </para-conclusion>","[(1, 23), (25, 36)]","[(5, 23), (27, 36)]","[(1, 4), (25, 26)]","['Claim', 'MajorClaim']",[],[]
330,1834,prompt,<prompt> Do you agree or disagree with the statement that a zoo has no useful purpose </prompt>,[],[],[],[],[],[]
330,1835,intro,"<para-intro> Some people may believe that a zoo is futile in the era of globalization , which people can develop their knowledge fast and easily . However , I do not agree with them . I believe that <AC> the zoo is invaluable for human beings </AC> . <AC> It is very crucial for learning </AC> . <AC> It helps animals out of extinction </AC> . Also , <AC> it is a interesting travel location </AC> . </para-intro>","[(35, 46), (47, 55), (56, 64), (66, 75)]","[(38, 46), (48, 55), (57, 64), (68, 75)]","[(35, 37), (47, 47), (56, 56), (66, 67)]","['MajorClaim', 'Claim', 'Claim', 'Claim']",[],[]
330,1836,body,"<para-body> First of all , <AC> the zoo gives humans new knowledge </AC> . When you were so young that you did not know many kinds of animals , what should you do if there were no zoo ? Inevitably , <AC> the zoo is the important place for innate learning </AC> . <AC> The zoo also let students have a chance to learning biology practically </AC> . <AC> They are able to observe animals ' behaviors and features </AC> . Moreover , <AC> practical learning help students relax from a boring lecture class </AC> . Besides , <AC> researchers need the zoo to pick up some examples of animals for their researches </AC> because <AC> it has diverse species of animals </AC> . </para-body>","[(1, 12), (39, 51), (52, 66), (67, 79), (81, 94), (96, 113), (114, 122)]","[(5, 12), (41, 51), (53, 66), (68, 79), (83, 94), (98, 113), (115, 122)]","[(1, 4), (39, 40), (52, 52), (67, 67), (81, 82), (96, 97), (114, 114)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (5, 6)]","['Support', 'Support', 'Support', 'Support', 'Support', 'Support']"
330,1837,body,"<para-body> Secondly , <AC> the zoo preserves a large number of rare animals and provides them safe habitats </AC> . <AC> In the zoo , there is not so harmful as a forest </AC> . <AC> They , fed by zookeepers , do not need to find food themselves </AC> . Furthermore , <AC> we can do artificial insemenation to maintain nearly extinct wildlife </AC> . </para-body>","[(1, 18), (19, 33), (34, 49), (51, 64)]","[(3, 18), (20, 33), (35, 49), (53, 64)]","[(1, 2), (19, 19), (34, 34), (51, 52)]","['Claim', 'Premise', 'Premise', 'Premise']","[(0, 1), (0, 2), (0, 3)]","['Support', 'Support', 'Support']"
330,1838,body,"<para-body> Last but not least , <AC> because of all weird , acute , and beautiful animals in the zoo , it can be a great tourist attraction </AC> . <AC> There are a lot of tourists who seek to see those animals closely </AC> . <AC> If the zoo has a large number of both national and foreign tourists , it will receive a great deal of money </AC> . <AC> That also make money flow , and then economics become better </AC> . <AC> It benefits to a certain country </AC> . </para-body>","[(1, 28), (29, 44), (45, 69), (70, 83), (84, 92)]","[(6, 28), (30, 44), (46, 69), (71, 83), (85, 92)]","[(1, 5), (29, 29), (45, 45), (70, 70), (84, 84)]","['Premise', 'Premise', 'Premise', 'Premise', 'Claim']","[(4, 0), (4, 1), (4, 2), (4, 3)]","['Support', 'Support', 'Support', 'Support']"
330,1839,conclusion,"<para-conclusion> In conclusion , <AC> the zoo not only saves animals in danger of extinction , but also helps people around the world have better lives </AC> . I firmly believe that <AC> the zoo is so useful for the earth </AC> . </para-conclusion>","[(1, 26), (28, 41)]","[(4, 26), (32, 41)]","[(1, 3), (28, 31)]","['Claim', 'MajorClaim']",[],[]
331,1840,prompt,"<prompt> Nowadays , spending budget on space exploration is not reasonable </prompt>",[],[],[],[],[],[]
331,1841,intro,"<para-intro> Space exploration , for discovery of out of space , has been possible for human in the 20th century . The United state and Russia are the important countries that spend large budgets for the research of this subject . In my opinion , <AC> spending the budget for space exploration is an important activity to save living of humanity in the future </AC> . </para-intro>","[(41, 64)]","[(45, 64)]","[(41, 44)]",['MajorClaim'],[],[]
331,1842,body,"<para-body> <AC> Many governments believe that space exploration is an activity that wastes the budget </AC> , while <AC> the essential challenge of humanity in the future would be the discovery of a new place for the living </AC> . <AC> In 20th century , although human being succeeded to achieve out of space by means of new technologies such as rockets , but finding a new place for living in another planet is impossible until now </AC> . <AC> In during history , our planet is threatening by many of other planets or stars and it is an enormous danger for living of humanity </AC> . Therefore , <AC> it is very significant to find a new place for living in other planets </AC> . </para-body>","[(0, 15), (16, 38), (39, 77), (78, 105), (107, 124)]","[(1, 15), (18, 38), (40, 77), (79, 105), (109, 124)]","[(0, 0), (16, 17), (39, 39), (78, 78), (107, 108)]","['Premise', 'Premise', 'Premise', 'Premise', 'Claim']","[(4, 0), (0, 1), (4, 2), (4, 3)]","['Attack', 'Attack', 'Support', 'Support']"
331,1843,body,"<para-body> <AC> Space exploration has used as a tools for military power in the cold war </AC> . <AC> In the future , many countries will try to prevent attach of other countries by using and invention new missiles </AC> . <AC> In the past , the space race happened between the United Stated and the Soviet Union </AC> . <AC> Both countries tried to send man to the moon and show their power to each other </AC> . As a result , <AC> space exploration will use as a military power for many countries </AC> . </para-body>","[(0, 16), (17, 39), (40, 58), (59, 77), (79, 95)]","[(1, 16), (18, 39), (41, 58), (60, 77), (83, 95)]","[(0, 0), (17, 17), (40, 40), (59, 59), (79, 82)]","['Premise', 'Premise', 'Premise', 'Premise', 'Claim']","[(4, 0), (4, 1), (4, 2), (4, 3)]","['Support', 'Support', 'Support', 'Support']"
331,1844,conclusion,"<para-conclusion> In summary , <AC> spending budget for space exploring is not the waste budget </AC> , because <AC> it may helps to save civilization of humanity </AC> . Although exploring space used for discovery of other planets , nowadays most of governments have used many rockets for military purposes and therefore the purposes of exploring space has altered . </para-conclusion>","[(1, 15), (16, 27)]","[(4, 15), (18, 27)]","[(1, 3), (16, 17)]","['MajorClaim', 'Claim']",[],[]
332,1845,prompt,"<prompt> Friendship is more important than mistake by a friend , although mistake is terrible </prompt>",[],[],[],[],[],[]
332,1846,intro,"<para-intro> There is an argument regrading weather letting a friend make a mistake is better than taking action that risks destroying a friendship . It is widely accepted by many people that a mistake will return sometimes terrible result . However , I believe that <AC> friendship is more important than mistake by a friend </AC> , although <AC> mistake is terrible </AC> . In this essay , I will present two reasons supporting my opinion . </para-intro>","[(40, 55), (56, 62)]","[(45, 55), (58, 62)]","[(40, 44), (56, 57)]","['MajorClaim', 'Claim']",[],[]
332,1847,body,"<para-body> First of all , <AC> a mistake does not last for a long time but a friendship lasts forever </AC> . <AC> Anybody does not remember mistakes </AC> . <AC> If someone remembers mistake , he or she has a closed mind </AC> . I want to say that <AC> mistakes will be forgotten quickly </AC> . For example , <AC> my friend Lee made a mistake that he broke my precious gift </AC> . However , <AC> I forgot about it just after two days , and I felt at peace with him </AC> . Some people might say I am silly , but I think <AC> mistake is more forgettable than friendship </AC> . </para-body>","[(1, 20), (21, 28), (29, 43), (45, 56), (58, 74), (76, 95), (97, 115)]","[(5, 20), (22, 28), (30, 43), (50, 56), (61, 74), (78, 95), (108, 115)]","[(1, 4), (21, 21), (29, 29), (45, 49), (58, 60), (76, 77), (97, 107)]","['Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise', 'Claim']","[(6, 0), (6, 1), (6, 2), (6, 3), (6, 4), (6, 5)]","['Support', 'Support', 'Support', 'Support', 'Support', 'Support']"
332,1848,body,"<para-body> Second , <AC> Everybody makes mistake </AC> . However , <AC> if you end a friendship whenever your friend makes a mistake , there will be no friends around you </AC> . I agree <AC> if a friend makes very a big mistake , we will need to end a friendship </AC> . However , <AC> when the mistake friend made was not a big problem , we need to understand friend and forgive it </AC> because <AC> a friend is a gift of our life </AC> . <AC> According to a research , 85 % of people answered that a best gift is a friend </AC> . </para-body>","[(1, 7), (9, 31), (33, 52), (54, 76), (77, 87), (88, 107)]","[(3, 7), (11, 31), (35, 52), (56, 76), (78, 87), (89, 107)]","[(1, 2), (9, 10), (33, 34), (54, 55), (77, 77), (88, 88)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[(0, 1), (1, 2), (0, 3), (3, 4), (0, 5)]","['Support', 'Attack', 'Support', 'Support', 'Support']"
332,1849,conclusion,<para-conclusion> I think that <AC> a mistake can not brake friendship if it is not a big </AC> because <AC> friendship is forever and gift our life </AC> . </para-conclusion>,"[(1, 17), (18, 27)]","[(4, 17), (19, 27)]","[(1, 3), (18, 18)]","['MajorClaim', 'Claim']",[],[]
333,1850,prompt,<prompt> Students should be required to take regular standardized tests </prompt>,[],[],[],[],[],[]
333,1851,intro,"<para-intro> The issue at hand is if the schools should require students to take regular standardized exams . This issue is important because nowadays many people cast doubt on it . However , I believe that <AC> standardized tests are valuable option for educational system as long as it would help teachers to know if the students are really getting knowledge </AC> . </para-intro>","[(31, 61)]","[(36, 61)]","[(31, 35)]",['MajorClaim'],[],[]
333,1852,body,"<para-body> Firstly , <AC> standardized tests are preferable </AC> due to the fact that <AC> they help teachers to fairly grade the students </AC> . For example <AC> some students are not so active on the lessons , cause they are already familiar with the issue </AC> . Therefore , <AC> exams could be the only way for teachers to see the real abilities of those students </AC> . In addition , <AC> many teachers rely only on the exam results while grading the class </AC> , so <AC> the usage of standardized tests is the superior option for them </AC> . </para-body>","[(1, 8), (9, 23), (25, 46), (48, 67), (69, 85), (86, 100)]","[(3, 8), (14, 23), (27, 46), (50, 67), (72, 85), (88, 100)]","[(1, 2), (9, 13), (25, 26), (48, 49), (69, 71), (86, 87)]","['Claim', 'Premise', 'Premise', 'Premise', 'Premise', 'Premise']","[(0, 1), (3, 2), (0, 3), (5, 4), (0, 5)]","['Support', 'Support', 'Support', 'Support', 'Support']"
333,1853,body,"<para-body> Additionally , <AC> standardized tests can be good chance for students to apply their knowledge on practice </AC> . Since , <AC> some students may get used to simply rewriting solved problems from the blackboard </AC> , so <AC> they will never try to solve problems on their own </AC> . However , <AC> standardized tests offer them such chance </AC> . Thus , it is clear that <AC> schools should require students to take standardized tests , as long as this option helps to both sides </AC> . </para-body>","[(1, 18), (20, 36), (37, 50), (52, 61), (63, 88)]","[(3, 18), (22, 36), (39, 50), (54, 61), (69, 88)]","[(1, 2), (20, 21), (37, 38), (52, 53), (63, 68)]","['Premise', 'Premise', 'Premise', 'Premise', 'Claim']","[(4, 0), (2, 1), (0, 2), (4, 3)]","['Support', 'Support', 'Support', 'Support']"
